"TBLID","ORDER","Column heading for transposed file","LINE_TYPE","indent","Description","Census variable codes",,
"S10708",94,"T8est.94","D",4,"Renter occupied; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND housing cost burden not computed; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",95,"T8est.95","S",2,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10708",96,"T8est.96","S",3,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is less than or equal to 30%","GRPI<=30",,
"S10708",97,"T8est.97","D",4,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is less than or equal to 30%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",98,"T8est.98","D",4,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is less than or equal to 30%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",99,"T8est.99","S",3,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10708",100,"T8est.100","D",4,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",101,"T8est.101","D",4,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",102,"T8est.102","S",3,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is greater than 50%","GRPI>50",,
"S10708",103,"T8est.103","D",4,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is greater than 50%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",104,"T8est.104","D",4,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden is greater than 50%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",105,"T8est.105","S",3,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10708",106,"T8est.106","D",4,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden not computed; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",107,"T8est.107","D",4,"Renter occupied; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND housing cost burden not computed; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",108,"T8est.108","S",2,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10708",109,"T8est.109","S",3,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is less than or equal to 30%","GRPI<=30",,
"S10708",110,"T8est.110","D",4,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is less than or equal to 30%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",111,"T8est.111","D",4,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is less than or equal to 30%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",112,"T8est.112","S",3,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10708",113,"T8est.113","D",4,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",114,"T8est.114","D",4,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",115,"T8est.115","S",3,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is greater than 50%","GRPI>50",,
"S10708",116,"T8est.116","D",4,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is greater than 50%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",117,"T8est.117","D",4,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden is greater than 50%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",118,"T8est.118","S",3,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10708",119,"T8est.119","D",4,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden not computed; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",120,"T8est.120","D",4,"Renter occupied; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND housing cost burden not computed; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",121,"T8est.121","S",2,"Renter occupied; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10708",122,"T8est.122","S",3,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is less than or equal to 30%","GRPI<=30",,
"S10708",123,"T8est.123","D",4,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is less than or equal to 30%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",124,"T8est.124","D",4,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is less than or equal to 30%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",125,"T8est.125","S",3,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10708",126,"T8est.126","D",4,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",127,"T8est.127","D",4,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is greater than 30% but less than or equal to 50%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",128,"T8est.128","S",3,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is greater than 50%","GRPI>50",,
"S10708",129,"T8est.129","D",4,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is greater than 50%; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",130,"T8est.130","D",4,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden is greater than 50%; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10708",131,"T8est.131","S",3,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden not computed ","GRPI=.",,
"S10708",132,"T8est.132","D",4,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden not computed; AND housing unit lacks complete plumbing or kitchen facilities","PLM=2 OR KIT=2",,
"S10708",133,"T8est.133","D",4,"Renter occupied; AND household income is greater than 95% of HAMFI; AND housing cost burden not computed; AND housing unit has complete plumbing and kitchen facilities","PLM=1 AND KIT=1",,
"S10709",1,"T9est.1","T",0,"Total: Occupied housing units",,,
"S10709",2,"T9est.2","S",1,"Owner occupied","TEN=1:2",,
"S10709",3,"T9est.3","S",2,"Owner occupied; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10709",4,"T9est.4","D",3,"Owner occupied; AND race/ethnicity is White alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<OCPI<=30",,
"S10709",5,"T9est.5","D",3,"Owner occupied; AND race/ethnicity is White alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= OCPI <= 50",,
"S10709",6,"T9est.6","D",3,"Owner occupied; AND race/ethnicity is White alone, non-Hispanic; AND housing cost burden is greater than 50%","OCPI>50",,
"S10709",7,"T9est.7","D",3,"Owner occupied; AND race/ethnicity is White alone, non-Hispanic; AND housing cost burden not computed ","OCPI=.",,
"S10709",8,"T9est.8","S",2,"Owner occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10709",9,"T9est.9","D",3,"Owner occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<OCPI<=30",,
"S10709",10,"T9est.10","D",3,"Owner occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= OCPI <= 50",,
"S10709",11,"T9est.11","D",3,"Owner occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic; AND housing cost burden is greater than 50%","OCPI>50",,
"S10709",12,"T9est.12","D",3,"Owner occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic; AND housing cost burden not computed ","OCPI=.",,
"S10709",13,"T9est.13","S",2,"Owner occupied; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10709",14,"T9est.14","D",3,"Owner occupied; AND race/ethnicity is Asian alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<OCPI<=30",,
"S10709",15,"T9est.15","D",3,"Owner occupied; AND race/ethnicity is Asian alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= OCPI <= 50",,
"S10709",16,"T9est.16","D",3,"Owner occupied; AND race/ethnicity is Asian alone, non-Hispanic; AND housing cost burden is greater than 50%","OCPI>50",,
"S10709",17,"T9est.17","D",3,"Owner occupied; AND race/ethnicity is Asian alone, non-Hispanic; AND housing cost burden not computed ","OCPI=.",,
"S10709",18,"T9est.18","S",2,"Owner occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10709",19,"T9est.19","D",3,"Owner occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<OCPI<=30",,
"S10709",20,"T9est.20","D",3,"Owner occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= OCPI <= 50",,
"S10709",21,"T9est.21","D",3,"Owner occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic; AND housing cost burden is greater than 50%","OCPI>50",,
"S10709",22,"T9est.22","D",3,"Owner occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic; AND housing cost burden not computed ","OCPI=.",,
"S10709",23,"T9est.23","S",2,"Owner occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10709",24,"T9est.24","D",3,"Owner occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<OCPI<=30",,
"S10709",25,"T9est.25","D",3,"Owner occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= OCPI <= 50",,
"S10709",26,"T9est.26","D",3,"Owner occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic; AND housing cost burden is greater than 50%","OCPI>50",,
"S10709",27,"T9est.27","D",3,"Owner occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic; AND housing cost burden not computed ","OCPI=.",,
"S10709",28,"T9est.28","S",2,"Owner occupied; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10709",29,"T9est.29","D",3,"Owner occupied; AND race/ethnicity is Hispanic, any race; AND housing cost burden is less than or equal to 30%","0<OCPI<=30",,
"S10709",30,"T9est.30","D",3,"Owner occupied; AND race/ethnicity is Hispanic, any race; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= OCPI <= 50",,
"S10709",31,"T9est.31","D",3,"Owner occupied; AND race/ethnicity is Hispanic, any race; AND housing cost burden is greater than 50%","OCPI>50",,
"S10709",32,"T9est.32","D",3,"Owner occupied; AND race/ethnicity is Hispanic, any race; AND housing cost burden not computed ","OCPI=.",,
"S10709",33,"T9est.33","S",2,"Owner occupied; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10709",34,"T9est.34","D",3,"Owner occupied; AND race/ethnicity is other (including multiple races, non-Hispanic); AND housing cost burden is less than or equal to 30%","0<OCPI<=30",,
"S10709",35,"T9est.35","D",3,"Owner occupied; AND race/ethnicity is other (including multiple races, non-Hispanic); AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= OCPI <= 50",,
"S10709",36,"T9est.36","D",3,"Owner occupied; AND race/ethnicity is other (including multiple races, non-Hispanic); AND housing cost burden is greater than 50%","OCPI>50",,
"S10709",37,"T9est.37","D",3,"Owner occupied; AND race/ethnicity is other (including multiple races, non-Hispanic); AND housing cost burden not computed ","OCPI=.",,
"S10709",38,"T9est.38","S",1,"Renter occupied","TEN=3:4",,
"S10709",39,"T9est.39","S",2,"Renter occupied; AND race/ethnicity is White alone, non-Hispanic","TOTRACE=1 AND HSGP=1",,
"S10709",40,"T9est.40","D",3,"Renter occupied; AND race/ethnicity is White alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<GRPI<=30",,
"S10709",41,"T9est.41","D",3,"Renter occupied; AND race/ethnicity is White alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10709",42,"T9est.42","D",3,"Renter occupied; AND race/ethnicity is White alone, non-Hispanic; AND housing cost burden is greater than 50%","GRPI>50",,
"S10709",43,"T9est.43","D",3,"Renter occupied; AND race/ethnicity is White alone, non-Hispanic; AND housing cost burden not computed ","GRPI=.",,
"S10709",44,"T9est.44","S",2,"Renter occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic","TOTRACE=2 AND HSGP=1",,
"S10709",45,"T9est.45","D",3,"Renter occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<GRPI<=30",,
"S10709",46,"T9est.46","D",3,"Renter occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10709",47,"T9est.47","D",3,"Renter occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic; AND housing cost burden is greater than 50%","GRPI>50",,
"S10709",48,"T9est.48","D",3,"Renter occupied; AND race/ethnicity is Black or African-American alone, non-Hispanic; AND housing cost burden not computed ","GRPI=.",,
"S10709",49,"T9est.49","S",2,"Renter occupied; AND race/ethnicity is Asian alone, non-Hispanic","TOTRACE=4 AND HSGP=1",,
"S10709",50,"T9est.50","D",3,"Renter occupied; AND race/ethnicity is Asian alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<GRPI<=30",,
"S10709",51,"T9est.51","D",3,"Renter occupied; AND race/ethnicity is Asian alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10709",52,"T9est.52","D",3,"Renter occupied; AND race/ethnicity is Asian alone, non-Hispanic; AND housing cost burden is greater than 50%","GRPI>50",,
"S10709",53,"T9est.53","D",3,"Renter occupied; AND race/ethnicity is Asian alone, non-Hispanic; AND housing cost burden not computed ","GRPI=.",,
"S10709",54,"T9est.54","S",2,"Renter occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic","TOTRACE=3 AND HSGP=1",,
"S10709",55,"T9est.55","D",3,"Renter occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<GRPI<=30",,
"S10709",56,"T9est.56","D",3,"Renter occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10709",57,"T9est.57","D",3,"Renter occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic; AND housing cost burden is greater than 50%","GRPI>50",,
"S10709",58,"T9est.58","D",3,"Renter occupied; AND race/ethnicity is American Indian or Alaska Native alone, non-Hispanic; AND housing cost burden not computed ","GRPI=.",,
"S10709",59,"T9est.59","S",2,"Renter occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic","TOTRACE=5 AND HSGP=1",,
"S10709",60,"T9est.60","D",3,"Renter occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic; AND housing cost burden is less than or equal to 30%","0<GRPI<=30",,
"S10709",61,"T9est.61","D",3,"Renter occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10709",62,"T9est.62","D",3,"Renter occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic; AND housing cost burden is greater than 50%","GRPI>50",,
"S10709",63,"T9est.63","D",3,"Renter occupied; AND race/ethnicity is Pacific Islander alone, non-Hispanic; AND housing cost burden not computed ","GRPI=.",,
"S10709",64,"T9est.64","S",2,"Renter occupied; AND race/ethnicity is Hispanic, any race","HSGP=2:8",,
"S10709",65,"T9est.65","D",3,"Renter occupied; AND race/ethnicity is Hispanic, any race; AND housing cost burden is less than or equal to 30%","0<GRPI<=30",,
"S10709",66,"T9est.66","D",3,"Renter occupied; AND race/ethnicity is Hispanic, any race; AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10709",67,"T9est.67","D",3,"Renter occupied; AND race/ethnicity is Hispanic, any race; AND housing cost burden is greater than 50%","GRPI>50",,
"S10709",68,"T9est.68","D",3,"Renter occupied; AND race/ethnicity is Hispanic, any race; AND housing cost burden not computed ","GRPI=.",,
"S10709",69,"T9est.69","S",2,"Renter occupied; AND race/ethnicity is other (including multiple races, non-Hispanic)","TOTRACE>5 AND HSGP=1",,
"S10709",70,"T9est.70","D",3,"Renter occupied; AND race/ethnicity is other (including multiple races, non-Hispanic); AND housing cost burden is less than or equal to 30%","0<GRPI<=30",,
"S10709",71,"T9est.71","D",3,"Renter occupied; AND race/ethnicity is other (including multiple races, non-Hispanic); AND housing cost burden is greater than 30% but less than or equal to 50%","30.1 <= GRPI <= 50",,
"S10709",72,"T9est.72","D",3,"Renter occupied; AND race/ethnicity is other (including multiple races, non-Hispanic); AND housing cost burden is greater than 50%","GRPI>50",,
"S10709",73,"T9est.73","D",3,"Renter occupied; AND race/ethnicity is other (including multiple races, non-Hispanic); AND housing cost burden not computed ","GRPI=.",,
"S10710",1,"T10est.1","T",0,"Total: Occupied housing units",,,
"S10710",2,"T10est.2","S",1,"Owner occupied","TEN=1:2",,
"S10710",3,"T10est.3","S",2,"Owner occupied; AND persons per room is less than or equal to 1","PPR<=1",,
"S10710",4,"T10est.4","S",3,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10710",5,"T10est.5","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",6,"T10est.6","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",7,"T10est.7","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is less than or equal to 30% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",8,"T10est.8","S",3,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10710",9,"T10est.9","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",10,"T10est.10","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",11,"T10est.11","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",12,"T10est.12","S",3,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10710",13,"T10est.13","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",14,"T10est.14","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",15,"T10est.15","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",16,"T10est.16","S",3,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10710",17,"T10est.17","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",18,"T10est.18","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",19,"T10est.19","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",20,"T10est.20","S",3,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10710",21,"T10est.21","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",22,"T10est.22","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",23,"T10est.23","D",4,"Owner occupied; AND persons per room is less than or equal to 1; AND household income is greater than 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",24,"T10est.24","S",2,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5","1.01 <= PPR <= 1.50 ",,
"S10710",25,"T10est.25","S",3,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10710",26,"T10est.26","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",27,"T10est.27","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",28,"T10est.28","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",29,"T10est.29","S",3,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI","HUD30=0 AND HUD50=1",,
"S10710",30,"T10est.30","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",31,"T10est.31","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",32,"T10est.32","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 30% but less than or equal to 50% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",33,"T10est.33","S",3,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI","HUD50=0 AND HUD80=1",,
"S10710",34,"T10est.34","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",35,"T10est.35","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",36,"T10est.36","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 50% but less than or equal to 80% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",37,"T10est.37","S",3,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI","HUD80=0 AND HUD95=1",,
"S10710",38,"T10est.38","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",39,"T10est.39","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",40,"T10est.40","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 80% but less than or equal to 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",41,"T10est.41","S",3,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 95% of HAMFI","HUD95=0",,
"S10710",42,"T10est.42","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 95% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",43,"T10est.43","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 95% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",44,"T10est.44","D",4,"Owner occupied; AND persons per room is greater than 1 but less than or equal to 1.5; AND household income is greater than 95% of HAMFI; AND household type is non-family","HHT=4:7",,
"S10710",45,"T10est.45","S",2,"Owner occupied; AND persons per room is greater than 1.5","PPR>1.50",,
"S10710",46,"T10est.46","S",3,"Owner occupied; AND persons per room is greater than 1.5; AND household income is less than or equal to 30% of HAMFI","HUD30=1",,
"S10710",47,"T10est.47","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with no subfamilies","HHT=1:3 AND SFC=.",,
"S10710",48,"T10est.48","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is one family with at least one subfamily or more than one family","SFC>=1",,
"S10710",49,"T10est.49","D",4,"Owner occupied; AND persons per room is greater than 1.5; AND household income is less than or equal to 30% of HAMFI; AND household type is non-family","HHT=4:7",,
